"Inspection ID","DBA Name","AKA Name","License #","Facility Type",Risk,Address,City,State,Zip,"Inspection Date","Inspection Type",Results,Violations,Latitude,Longitude,Location,DI_CreateDate,DI_WorkflowFileName,INSPECTION_DATE_CONVERTED
2555124,"PRIME FISH","PRIME FISH",2463968,Restaurant,"Risk 1 (High)","8022 S HALSTED ST",CHICAGO,IL,60620,05/02/2022,Canvass,Fail,"1. PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES - Comments: PIC DOESN'T HAVE A CERTIFIED FOOD MANAGERS CERTIFICATE.MUST PROVIDE AND MAINTAIN.(PRIORITY FOUNDATION 7-38-012) | 2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE ",41.74810405559482,-87.64411513161956,"(-87.64411513161956, 41.74810405559482)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-05-02 00:00:00"
2555122,"BONUS ROUND CAFE","BONUS ROUND CAFE",2574950,Restaurant,"Risk 1 (High)","3230 N CLARK ST",CHICAGO,IL,60657,05/02/2022,Complaint,"No Entry",NULL,41.940692758308145,-87.65144680645002,"(-87.65144680645002, 41.940692758308145)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-05-02 00:00:00"
2555111,"P.F. CHANG'S TO GO, LLC","P.F.  CHANG'S TO GO",2718647,Restaurant,"Risk 1 (High)","231 S LA SALLE ST",CHICAGO,IL,60604,05/02/2022,Canvass,"Out of Business",NULL,41.87854293163992,-87.63212057674588,"(-87.63212057674588, 41.87854293163992)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-05-02 00:00:00"
2555060,"80 PROOF","80 PROOF",2452232,Restaurant,"Risk 1 (High)","1500 N wells ST",CHICAGO,IL,60610,04/29/2022,Non-Inspection,"No Entry",NULL,41.90925561938696,-87.63479733683684,"(-87.63479733683684, 41.90925561938696)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-04-29 00:00:00"
2555093,"SILLI KORI","Silli  Kori",55418,Restaurant,"Risk 1 (High)","2053 W DIVISION ST",CHICAGO,IL,60622,05/02/2022,"Complaint Re-Inspection",Pass,NULL,41.90304273718245,-87.67934668623805,"(-87.67934668623805, 41.90304273718245)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-05-02 00:00:00"
2555038,Brentano,Brentano,22311,School,"Risk 1 (High)","2723 N Fairfield",CHICAGO,IL,60647,04/29/2022,"Canvass Re-Inspection",Pass,NULL,41.93097047175388,-87.69625758176569,"(-87.69625758176569, 41.93097047175388)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-04-29 00:00:00"
2555042,"AFRO JOE'S COFFEE & TEA","AFRO JOE'S COFFEE & TEA",2749105,Restaurant,"Risk 1 (High)","8344 S HALSTED ST",NULL,IL,60620,04/29/2022,Canvass,"Out of Business",NULL,41.74201532533156,-87.64393794761001,"(-87.64393794761001, 41.74201532533156)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-04-29 00:00:00"
2554915,"EL BRASERITO INC.","EL BRASERITO",2845336,Restaurant,"Risk 1 (High)","4419 W FULLERTON AVE",CHICAGO,IL,60639,04/27/2022,License,Pass,NULL,41.92424572942599,-87.73733169173367,"(-87.73733169173367, 41.92424572942599)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-04-27 00:00:00"
2554905,"LAS BRISAS DEL MAR","LAS BRISAS DEL MAR",84625,Restaurant,"Risk 1 (High)","3207 W 51ST ST",CHICAGO,IL,60632,04/27/2022,Canvass,Fail,"3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: OBSERVED NO SIGNED EMPLOYEES HEALTH POLICIES. MUST PROVIDE AND MAINTAIN.(PRIORITY FOUNDATION 7-38-010)(CITATION ISSUED) | 9. NO BARE HAND CONTACT",41.80070644396386,-87.70409936083796,"(-87.70409936083796, 41.80070644396386)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-04-27 00:00:00"
2554895,"J.J. PEPPERS FOOD","J.J. PEPPERS",2840891,"Grocery Store","Risk 2 (Medium)","3555 N CENTRAL AVE",CHICAGO,IL,60634,04/27/2022,License,Pass,NULL,41.94571656305218,-87.76660329761108,"(-87.76660329761108, 41.94571656305218)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-04-27 00:00:00"
2554776,"BURGER KING","BURGER KING",2683526,Restaurant,"Risk 2 (Medium)","547 W JACKSON BLVD",CHICAGO,IL,60661,04/25/2022,Canvass,Pass,NULL,41.8779141549793,-87.64140539747254,"(-87.64140539747254, 41.8779141549793)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-04-25 00:00:00"
2554771,"LIPS RESTAURANT","LIPS RESTAURANT",2437167,Restaurant,"Risk 1 (High)","2229 S MICHIGAN AVE",CHICAGO,IL,60616,04/25/2022,Non-Inspection,"No Entry",NULL,41.85201901299171,-87.62363504682149,"(-87.62363504682149, 41.85201901299171)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-04-25 00:00:00"
2554759,"HALES FRANCISCAN HIGH SCHOOL","HALES FRANCISCAN HIGH SCHOOL",2374641,School,"Risk 1 (High)","4930 S COTTAGE GROVE AVE",CHICAGO,IL,60615,04/25/2022,Canvass,"Out of Business",NULL,41.80495746968854,-87.60661446745118,"(-87.60661446745118, 41.80495746968854)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-04-25 00:00:00"
2554749,"DUNKIN DONUTS","DUNKIN DONUTS",1959403,Restaurant,"Risk 2 (Medium)","547 W JACKSON BLVD",CHICAGO,IL,60661,04/25/2022,Canvass,Pass,"47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED CUTTING BOARD IN THE PREP AREA BLACKWITH DEEP CUTS. INSTRUCTED TO RE-PLACE AND MAINTAIN.",41.8779141549793,-87.64140539747254,"(-87.64140539747254, 41.8779141549793)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-04-25 00:00:00"
2554711,"JERK MAN","JERK MAN",2840813,Restaurant,"Risk 1 (High)","7723 S STATE ST",CHICAGO,IL,60619,04/22/2022,License,"Not Ready",NULL,41.753882490600866,-87.62448276022418,"(-87.62448276022418, 41.753882490600866)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-04-22 00:00:00"
2554695,Ravenswood,"Ravenswood Elementary School",25061,School,"Risk 1 (High)","4332 N Paulina ST",CHICAGO,IL,60613,04/22/2022,Canvass,Pass,NULL,41.960741285863286,-87.67095905441798,"(-87.67095905441798, 41.960741285863286)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-04-22 00:00:00"
2554596,"JUSTINE GROCERY INC","JUSTINE GROCERY",2840904,"Grocery Store","Risk 3 (Low)","1535 W 47TH ST",CHICAGO,IL,60609,04/20/2022,"License Re-Inspection",Pass,NULL,41.80850909523564,-87.66387725815235,"(-87.66387725815235, 41.80850909523564)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-04-20 00:00:00"
2554558,APOLONIA,APOLONIA,2762622,Restaurant,"Risk 1 (High)","105 E CERMAK RD",CHICAGO,IL,60616,04/20/2022,Non-Inspection,"No Entry",NULL,41.85276061420687,-87.62356492482809,"(-87.62356492482809, 41.85276061420687)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-04-20 00:00:00"
2554540,"THE HEN","THE  HEN",2840537,Restaurant,"Risk 3 (Low)","2423 N CLARK ST",CHICAGO,IL,60614,04/20/2022,License,Pass,NULL,41.926266179196006,-87.64073771291409,"(-87.64073771291409, 41.926266179196006)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-04-20 00:00:00"
2554531,"J.J. PEPPERS FOOD","J.J. PEPPERS",2840891,"Grocery Store","Risk 2 (Medium)","3555 N CENTRAL AVE",CHICAGO,IL,60634,04/20/2022,License,"Not Ready",NULL,41.94571656305218,-87.76660329761108,"(-87.76660329761108, 41.94571656305218)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-04-20 00:00:00"
2554515,B.P.,BP,2841358,"Grocery Store","Risk 3 (Low)","3269-3287 S ARCHER AVE",CHICAGO,IL,60608,04/19/2022,License,"Not Ready",NULL,41.83461378379031,-87.67052942941062,"(-87.67052942941062, 41.83461378379031)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-04-19 00:00:00"
2554480,"JASON'S DELI","JASON'S DELI",1909063,Restaurant,"Risk 1 (High)","1258 S CANAL ST",CHICAGO,IL,60607,04/19/2022,"Canvass Re-Inspection",Pass,NULL,41.86565118211974,-87.63934463078186,"(-87.63934463078186, 41.86565118211974)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-04-19 00:00:00"
2554451,"SLICE FACTORY","SLICE FACTORY",2813778,Restaurant,"Risk 1 (High)","1502 W 18TH ST",CHICAGO,IL,60608,04/18/2022,"Canvass Re-Inspection",Pass,NULL,41.85794233628134,-87.6639580069016,"(-87.6639580069016, 41.85794233628134)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-04-18 00:00:00"
2554426,SUBWAY,SUBWAY,1517669,Restaurant,"Risk 1 (High)","8614 S KEDZIE AVE",CHICAGO,IL,60652,04/18/2022,"Canvass Re-Inspection",Pass,NULL,41.736468528139476,-87.70219284070593,"(-87.70219284070593, 41.736468528139476)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-04-18 00:00:00"
2554415,ELINA'S,ELINA'S,2802445,Restaurant,"Risk 1 (High)","1202 W GRAND AVE",CHICAGO,IL,60642,04/18/2022,Canvass,Pass,NULL,41.89118844970238,-87.65756869828567,"(-87.65756869828567, 41.89118844970238)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-04-18 00:00:00"
2554362,"WINGSTOP RESTAURANT","WINGSTOP RESTAURANT",2758185,Restaurant,"Risk 1 (High)","7003 N CLARK ST",CHICAGO,IL,60626,04/14/2022,Canvass,Pass,NULL,42.00913302441507,-87.6738463824712,"(-87.6738463824712, 42.00913302441507)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-04-14 00:00:00"
2554291,MANA,MANA,2712278,"Grocery Store","Risk 2 (Medium)","434 E 71ST ST",CHICAGO,IL,60619,04/13/2022,Complaint,Fail,"2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: OBSERVED NO CERTIFIED FOOD MANAGER ON DUTY WHILE TCS FOODS ARE BEING SERVED SUCH AS TURKEY SANDWICHES, CUT FRUITS, CHEESECAKES,BANANA PUDDING, ETC. INSTRUCTED MANAGER THAT A CERTIFIED MAN",41.76584421474714,-87.61391496525177,"(-87.61391496525177, 41.76584421474714)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-04-13 00:00:00"
2554218,"CAFE NORDSTROM",HABITANT,2405483,Restaurant,"Risk 1 (High)","55 E GRAND AVE",CHICAGO,IL,60611,04/12/2022,Canvass,Pass,NULL,41.891590741083505,-87.62586713724458,"(-87.62586713724458, 41.891590741083505)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-04-12 00:00:00"
2554332,"THE GRAYSTONE TAVERN","THE GRAYSTONE TAVERN",2428445,Restaurant,"Risk 1 (High)","3441 N SHEFFIELD AVE",CHICAGO,IL,60657,04/13/2022,Non-Inspection,"No Entry",NULL,41.94477276328082,-87.65410784813349,"(-87.65410784813349, 41.94477276328082)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-04-13 00:00:00"
2554314,ELINA'S,ELINA'S,2802445,Restaurant,"Risk 1 (High)","1202 W GRAND AVE",CHICAGO,IL,60642,04/13/2022,Non-Inspection,"No Entry",NULL,41.89118844970238,-87.65756869828567,"(-87.65756869828567, 41.89118844970238)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-04-13 00:00:00"
2554242,"AUNTY JOY'S","AUNTY JOY'S",2522994,Restaurant,"Risk 1 (High)","1217 W DEVON AVE",CHICAGO,IL,60660,04/12/2022,Canvass,"Pass w/ Conditions","1. PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES - Comments: THE PERSON IN CHARGE DURING THE INSPECTION DOES NOT HAVE A CITY OF CHICAGO SANITATION CERTIFICATE.PRIORITY FOUNDATION VIOLATION. | 2. CITY OF CHICAGO FOOD SERVICE SANITA",41.99807015118323,-87.66132071008309,"(-87.66132071008309, 41.99807015118323)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-04-12 00:00:00"
2554130,"JOE'S & KEN'S II","UNCLE JOE'S JERK CHICKEN",81030,Restaurant,"Risk 1 (High)","1461 E HYDE PARK BLVD",CHICAGO,IL,60615,04/08/2022,"Complaint Re-Inspection",Pass,NULL,41.802341317012115,-87.58937243573278,"(-87.58937243573278, 41.802341317012115)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-04-08 00:00:00"
2554097,"TROPICAL SMOOTHIE CAFE","TROPICAL SMOOTHIE CAFE",2728224,Restaurant,"Risk 2 (Medium)","4874 N LINCOLN AVE",CHICAGO,IL,60625,04/08/2022,Canvass,"Out of Business",NULL,41.970550218072056,-87.68993650758067,"(-87.68993650758067, 41.970550218072056)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-04-08 00:00:00"
2554062,"BOURBON ON DIVISION","BOURBON ON DIVISION",2369039,Restaurant,"Risk 1 (High)","2050 W DIVISION ST",CHICAGO,IL,60622,04/07/2022,Non-Inspection,"No Entry",NULL,41.9032636208865,-87.67927826952335,"(-87.67927826952335, 41.9032636208865)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-04-07 00:00:00"
2554047,"MARISCOS EL PUERTO","MARISCOS EL PUERTO",2231999,Restaurant,"Risk 1 (High)","5004-5006 S ARCHER AVE",CHICAGO,IL,60632,04/07/2022,Complaint,Fail,"1. PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES - Comments: OBSERVED PIC HAS NO CERTIFIED FOOD MANAGER CERTIFICATE WHILE TCS FOODS ARE BEING PREPARED,HANDLED AND SERVED SUCH AS (SHRIMP,CRAB,OYSTERS,ETC)MUST BE ON SITE AT ALL TIME",41.802201915317575,-87.72384500262709,"(-87.72384500262709, 41.802201915317575)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-04-07 00:00:00"
2554013,CHEMISTRY,CHEMISTRY,2803009,Restaurant,"Risk 3 (Low)","5115-5121 S HARPER AVE",CHICAGO,IL,60615,04/07/2022,"License Re-Inspection",Pass,NULL,41.80195099472944,-87.58899848830144,"(-87.58899848830144, 41.80195099472944)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-04-07 00:00:00"
2553996,"SAME SAME","SAME SAME",2689715,Restaurant,"Risk 1 (High)","2022 W ROSCOE ST",CHICAGO,IL,60618,04/06/2022,Non-Inspection,"No Entry",NULL,41.943316391093994,-87.67943319466616,"(-87.67943319466616, 41.943316391093994)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-04-06 00:00:00"
2553993,"MILO'S PITA","MILO'S PITA",2398224,Restaurant,"Risk 1 (High)","6141 N BROADWAY",CHICAGO,IL,60660,04/06/2022,Canvass,"Out of Business",NULL,41.99347585382477,-87.66022730506967,"(-87.66022730506967, 41.99347585382477)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-04-06 00:00:00"
2553912,"DEEP PURPL","DEEP PURPL",2840545,Restaurant,"Risk 2 (Medium)","1137 W SHERIDAN RD",CHICAGO,IL,60660,04/05/2022,License,"Not Ready",NULL,41.99808445313723,-87.65997191695382,"(-87.65997191695382, 41.99808445313723)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-04-05 00:00:00"
2553853,"DR. EFFIE O. ELLIS YMCA HEAD START","DR. EFFIE O. ELLIS YMCA HEAD START",2215709,"Children's Services Facility","Risk 1 (High)","10 S KEDZIE AVE",CHICAGO,IL,60612,04/04/2022,Canvass,Pass,NULL,41.880653180814576,-87.7062600612435,"(-87.7062600612435, 41.880653180814576)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-04-04 00:00:00"
2553844,KYOTEN,KYOTEN,2608074,Restaurant,"Risk 1 (High)","2507 W ARMITAGE AVE",CHICAGO,IL,60647,04/04/2022,"Canvass Re-Inspection",Pass,NULL,41.917441715238574,-87.69019549534963,"(-87.69019549534963, 41.917441715238574)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-04-04 00:00:00"
2553846,"L&L ACADEMY AND PRESCHOOL LAKEVIEW","L&L ACADEMY AND PRESCHOOL LAKEVIEW",2225529,"Daycare (2 - 6 Years)","Risk 1 (High)","1056 W BELMONT AVE",CHICAGO,IL,60657,04/04/2022,"Canvass Re-Inspection",Pass,NULL,41.93998540683519,-87.6563946938417,"(-87.6563946938417, 41.93998540683519)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-04-04 00:00:00"
2553877,"JOHNNA CAFE","JOHNNA CAFE",2600757,Restaurant,"Risk 1 (High)","520 S WESTERN AVE",CHICAGO,IL,60612,04/01/2022,Non-Inspection,"No Entry",NULL,41.874315813612796,-87.68638937160839,"(-87.68638937160839, 41.874315813612796)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-04-01 00:00:00"
2553788,"HEXE COFFEE","HEXE COFFEE",2653036,Restaurant,"Risk 2 (Medium)","2832 N CLYBOURN AVE",CHICAGO,IL,60618,04/01/2022,"Complaint Re-Inspection",Pass,NULL,41.93276904780132,-87.67901049486147,"(-87.67901049486147, 41.93276904780132)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-04-01 00:00:00"
2553766,FOXTROT,FOXTROT,2831536,Restaurant,"Risk 3 (Low)","435 N MICHIGAN AVE",CHICAGO,IL,60611,03/31/2022,License,Pass,NULL,41.89042415977223,-87.623965477756,"(-87.623965477756, 41.89042415977223)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-03-31 00:00:00"
2553750,"SUPPER HOUSE","SUPPER HOUSE",2703759,Restaurant,"Risk 1 (High)","3404 N HALSTED ST",CHICAGO,IL,60657,03/31/2022,Canvass,"Out of Business",NULL,41.94378575479629,-87.64952688681642,"(-87.64952688681642, 41.94378575479629)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-03-31 00:00:00"
2553708,"ART'S DRIVE INN","ART'S DRIVE INN",64682,Restaurant,"Risk 1 (High)","1333 W NORTH AVE",CHICAGO,IL,60642,03/30/2022,Complaint,"No Entry",NULL,41.910600662840906,-87.66186347385191,"(-87.66186347385191, 41.910600662840906)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-03-30 00:00:00"
2553661,"SOPRAFFINA MARKETCAFFE","SOPRAFFINA MARKETCAFFE",46781,Restaurant,"Risk 1 (High)","222 W ADAMS ST",CHICAGO,IL,60606,03/30/2022,Canvass,Pass,NULL,41.879487753534356,-87.63444222788623,"(-87.63444222788623, 41.879487753534356)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-03-30 00:00:00"
2553610,"MISERICORDIA BAKERY","MISERICORDIA BAKERY",11738,Bakery,"Risk 1 (High)","6300 N RIDGE AVE",CHICAGO,IL,60660,03/29/2022,"Canvass Re-Inspection",Pass,NULL,41.99557919699579,-87.67587688398633,"(-87.67587688398633, 41.99557919699579)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-03-29 00:00:00"
2553599,"WHOLE FOODS MARKET","WHOLE FOODS MARKET",2822447,"Grocery Store","Risk 1 (High)","3 W CHICAGO AVE",CHICAGO,IL,60654,03/29/2022,License,Pass,NULL,41.89656540339385,-87.62835883007824,"(-87.62835883007824, 41.89656540339385)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-03-29 00:00:00"
2553582,"THE STUDY AT UNIVERSITY OF CHICAGO/TRUTH BE TOLD","THE STUDY AT UNIVERSITY OF CHICAGO/TRUTH BE TOLD",2839985,Restaurant,"Risk 3 (Low)","1227 E 60th ST",CHICAGO,IL,60637,03/29/2022,License,Pass,NULL,41.78595218670236,-87.5951856987874,"(-87.5951856987874, 41.78595218670236)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-03-29 00:00:00"
2553578,"FOOD FIRST CHICAGO","FOOD FIRST CHICAGO",2762429,Catering,"Risk 1 (High)","741 S WESTERN AVE",CHICAGO,IL,60612,03/29/2022,Canvass,Pass,NULL,41.871853705220325,-87.68603684594997,"(-87.68603684594997, 41.871853705220325)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-03-29 00:00:00"
2553719,"WHOLE FOODS MARKET","WHOLE FOODS MARKET",2822449,"Grocery Store","Risk 3 (Low)","3 W CHICAGO AVE",CHICAGO,IL,60654,03/29/2022,License,Pass,NULL,41.89656540339385,-87.62835883007824,"(-87.62835883007824, 41.89656540339385)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-03-29 00:00:00"
2553545,"EL TACO AZTECA","EL TACO AZTECA",2670284,Restaurant,"Risk 1 (High)","2151 W CERMAK RD",CHICAGO,IL,60608,03/28/2022,Non-Inspection,"No Entry",NULL,41.85199480423206,-87.68031324904591,"(-87.68031324904591, 41.85199480423206)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-03-28 00:00:00"
2553577,"DA-DA'S INC",NULL,2431875,NULL,"Risk 3 (Low)","8052 S RACINE AVE",CHICAGO,IL,60620,03/28/2022,Canvass,"Out of Business",NULL,41.74711562962459,-87.65379163447605,"(-87.65379163447605, 41.74711562962459)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-03-28 00:00:00"
2553486,"PACIFIC STANDARD TIME","AVEC RIVER NORTH",2550128,Restaurant,"Risk 1 (High)","141 W ERIE ST",CHICAGO,IL,60654,03/25/2022,Canvass,"Out of Business",NULL,41.8939002561912,-87.63273168715278,"(-87.63273168715278, 41.8939002561912)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-03-25 00:00:00"
2553410,"OLIVE MEDITERRANEAN GRILL1","OLIVE MEDITERRANEAN GRILL",2677830,Restaurant,"Risk 1 (High)","111 W ILLINOIS ST",CHICAGO,IL,60654,03/24/2022,Canvass,"Out of Business",NULL,41.890704754245085,-87.63161066165118,"(-87.63161066165118, 41.890704754245085)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-03-24 00:00:00"
2553393,"GIORDANO'S OF PRUDENTIAL PLAZA",GIORDANO'S,2670601,Restaurant,"Risk 1 (High)","130 E RANDOLPH ST",CHICAGO,IL,60601,03/24/2022,License,Pass,"38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OUTER OPENINGS NOT RODENT PROOFED. MUST RODENT PROOF FRONT DOOR.",41.884588371969095,-87.62327256105529,"(-87.62327256105529, 41.884588371969095)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-03-24 00:00:00"
2553395,"GIORDANO'S OF PRUDENTIAL PLAZA",GIORDANO'S,2670602,Restaurant,"Risk 3 (Low)","130 E RANDOLPH ST",CHICAGO,IL,60601,03/24/2022,License,Pass,NULL,41.884588371969095,-87.62327256105529,"(-87.62327256105529, 41.884588371969095)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-03-24 00:00:00"
2553372,"PIERRE'S BAKERY","PIERRE'S BAKERY",2108013,Restaurant,"Risk 2 (Medium)","1956 W CHICAGO AVE",CHICAGO,IL,60622,03/23/2022,Canvass,Pass,NULL,41.896024234653694,-87.67691073456803,"(-87.67691073456803, 41.896024234653694)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-03-23 00:00:00"
2553289,IHOP,IHOP,2589451,Restaurant,"Risk 1 (High)","7549 S CICERO AVE",CHICAGO,IL,60652,03/23/2022,"Short Form Complaint",Pass,NULL,41.75518158160528,-87.74140389833953,"(-87.74140389833953, 41.75518158160528)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-03-23 00:00:00"
2553314,"MONTCLARE SENIOR RESIDENCES","MONTCLARE SENIOR RESIDENCES",1981489,"Golden Diner","Risk 1 (High)","6650 W BELDEN AVE",CHICAGO,IL,60707,03/23/2022,"Canvass Re-Inspection",Pass,NULL,41.92130822275419,-87.79209095804886,"(-87.79209095804886, 41.92130822275419)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-03-23 00:00:00"
2553277,"KITCHEN + KOCKTAILS BY KEVIN KELLEY","KITCHEN + KOCKTAILS",2797775,Restaurant,"Risk 1 (High)","444 N WABASH AVE",CHICAGO,IL,60611,03/22/2022,"Short Form Complaint","No Entry",NULL,41.89063078870265,-87.6268291273797,"(-87.6268291273797, 41.89063078870265)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-03-22 00:00:00"
2553217,"THE NOOK","THE NOOK",2457525,"Children's Services Facility","Risk 1 (High)","1929 S ARCHER AVE",CHICAGO,IL,60616,03/22/2022,"License Re-Inspection",Pass,NULL,41.85594420862269,-87.62817097120592,"(-87.62817097120592, 41.85594420862269)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-03-22 00:00:00"
2553207,"Chipotle Mexican Grill","Chipotle Mexican Grill",1355794,Restaurant,"Risk 1 (High)","1025 W BELMONT AVE",CHICAGO,IL,60657,03/21/2022,Complaint,Pass,NULL,41.93978650135143,-87.65503926380848,"(-87.65503926380848, 41.93978650135143)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-03-21 00:00:00"
2553196,"SUPER GIFT & GROCERIES","SUPER GIFT & GROCERIES",2079754,"Grocery Store","Risk 2 (Medium)","2305 1/2 W DEVON AVE",CHICAGO,IL,60659,03/21/2022,Canvass,"Out of Business",NULL,41.99765846224234,-87.68767204213614,"(-87.68767204213614, 41.99765846224234)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-03-21 00:00:00"
2553122,"THE NEW 400","THE NEW 400",1958864,Other,"Risk 2 (Medium)","6746 N SHERIDAN RD",CHICAGO,IL,60626,03/18/2022,"Complaint Re-Inspection",Pass,"38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments:  6-202.15--- NOTED THE REAR EXIT DOOR WITH AN OPEN ONE INCH GAP AT THE BOTTOM THRESHOLD. MUST PROVIDE A TIGHT FITTING SEAL ON THE BOTTOM OF THE DOOR.",42.00493637711607,-87.66101365071366,"(-87.66101365071366, 42.00493637711607)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-03-18 00:00:00"
